Time,Round,Coverage
01:00:00:01,0,1
01:00:00:24,18,2
01:00:00:46,35,3
01:00:02:29,109,4
01:01:16:24,1957,5
01:03:15:18,6289,6
01:20:54:29,27249,7
01:20:56:57,27355,8
01:22:12:20,29205,9
04:02:58:15,85177,9
