Time,Round,Coverage
01:00:00:05,1,1
01:00:00:10,4,2
01:00:01:20,2272,3
01:00:06:34,12229,4
01:00:06:34,12231,5
01:00:06:49,12232,6
01:12:29:29,15440,7
01:14:09:24,15838,8
01:14:43:34,15974,9
01:21:51:21,17673,10
01:21:57:13,17686,11
01:23:23:52,17888,12
03:00:23:52,17888,12
