Time,Round,Coverage
01:00:00:05,1,1
01:00:00:05,4,2
01:00:00:19,61,3
01:00:57:13,13588,4
01:03:17:47,15046,5
01:03:29:08,15181,6
01:16:04:39,23146,7
01:18:36:30,24739,8
01:20:53:26,26192,9
01:20:55:17,26210,10
01:23:20:31,27673,11
01:23:20:37,27673,12
01:23:35:22,27747,13
02:03:09:40,29116,14
02:11:45:52,32004,15
02:16:48:50,33569,16
04:00:04:16,43460,16
