Time,Round,Coverage
0:0:0:2,0,1
0:0:0:28,4,2
0:0:1:2,8,3
0:0:2:45,20,4
0:0:10:21,74,5
0:0:15:29,103,6
0:0:46:56,312,7
0:1:9:24,466,8
0:1:25:28,570,9
0:1:36:15,628,10
0:3:15:45,1285,11
