Time,Round,Coverage
01:00:00:14,1,1
01:00:36:34,1454,2
01:00:37:44,2909,3
01:10:08:20,13588,4
01:12:14:12,15046,5
01:12:25:32,15181,6
01:17:00:44,18385,7
02:00:09:18,23146,8
02:02:34:26,24739,9
02:04:39:08,26192,10
02:04:40:42,26210,11
02:07:02:34,27747,12
02:07:16:29,27841,13
02:09:53:49,28892,14
02:23:00:00,40000,14
03:0:00:00,40000,14
