Time,Round,Coverage
01:00:00:00,1,1
01:00:00:10,18,2
01:15:23:41,2005,3
01:15:25:23,2157,4
01:15:29:23,2367,5
01:15:29:30,2368,6
01:17:11:19,6288,7
01:17:13:52,7868,8
01:17:16:42,7929,9
01:17:16:52,7931,10
01:17:17:04,7932,11
01:17:25:12,8189,12
01:17:26:49,8251,13
01:17:37:57,8655,14
03:00:00:00,16496,14
