Time,Round,Coverage
01:00:00:07,1,1
01:00:00:07,6,2
01:00:01:03,1454,3
01:03:11:49,7310,4
01:09:25:31,13588,5
01:19:09:48,21571,6
01:21:00:19,23146,7
01:22:50:06,24739,8
02:00:18:00,26048,9
02:00:48:31,26192,10
02:02:53:06,27645,11
02:02:53:16,27646,12
03:02:46:50,44479,13
03:20:57:22,62281,13
