Time,Round,Coverage
01:00:00:29,1,1
01:00:00:29,6,2
01:00:06:55,1454,3
01:11:47:44,13222,4
01:12:05:50,13588,5
01:18:14:47,21557,6
01:19:04:52,23147,7
01:19:55:08,24739,8
01:20:45:24,26193,9
01:21:34:30,27646,10
01:21:34:40,27648,11
01:22:25:33,28957,12
02:00:26:43,31862,13
04:23:39:10,55634,13
