Time,Round,Coverage
01:00:00:00,1,1
01:00:00:01,2,2
01:00:00:03,3,3
01:00:00:04,4,4
01:00:06:22,259,5
01:06:18:49,12229,6
01:06:18:51,12230,7
01:06:18:52,12231,8
01:06:18:54,12232,9
01:06:25:52,12507,10
01:07:06:27,13801,11
01:07:12:07,13956,12
01:08:31:49,15404,13
01:22:23:13,45119,14
01:23:42:57,46567,15
02:12:54:38,73256,16
