Time,Round,Coverage
01:00:00:00,0,1
01:00:02:46,109,2
01:00:48:34,1942,3
01:01:50:40,18199,4
01:16:18:13,30563,5
01:17:46:21,32530,6
01:17:47:39,32639,7
01:18:36:12,34487,8
01:21:18:45,38818,9
02:11:02:10,59778,10
02:11:03:29,59887,11
03:11:03:29,59887,11
